right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z
-0.385;9.881;0.221;-1.716;9.466;0.135;0.042;5.552;-0.567;0.237;8.505;-0.569;0.237;8.505;-0.569;0.131;10.064;-0.083;0.0;4.827;0.0;0.042;5.552;-0.567;0.0;4.827;0.0;-1.159;4.552;0.116;-2.941;5.254;3.747;-2.7;1.068;3.147;-1.159;4.552;0.116;-2.941;5.254;3.747;2.936;7.275;1.799;1.787;7.773;3.923;1.124;4.439;0.139;3.512;5.009;3.429;-1.716;9.466;0.135;-2.921;7.526;1.723;0.131;10.064;-0.083;0.232;10.824;0.92;-2.921;7.526;1.723;-1.922;7.673;3.892;0.0;4.827;0.0;1.124;4.439;0.139;1.829;9.406;0.166;2.936;7.275;1.799;0.538;9.9;0.363;1.829;9.406;0.166;3.512;5.009;3.429;2.577;0.848;2.69
-0.381;9.867;0.22;-1.698;9.422;0.083;0.034;5.543;-0.572;0.252;8.495;-0.568;0.252;8.495;-0.568;0.135;10.052;-0.081;-0.006;4.818;-0.004;0.034;5.543;-0.572;-0.006;4.818;-0.004;-1.165;4.543;0.114;-2.933;5.248;3.751;-2.7;1.062;3.149;-1.165;4.543;0.114;-2.933;5.248;3.751;2.943;7.267;1.798;1.794;7.771;3.921;1.118;4.43;0.131;3.515;5.007;3.414;-1.698;9.422;0.083;-3.009;7.465;1.563;0.135;10.052;-0.081;0.235;10.812;0.923;-3.009;7.465;1.563;-2.324;7.721;3.842;-0.006;4.818;-0.004;1.118;4.43;0.131;1.832;9.398;0.167;2.943;7.267;1.798;0.541;9.89;0.368;1.832;9.398;0.167;3.515;5.007;3.414;2.577;0.846;2.688
-0.365;9.872;0.227;-1.66;9.391;0.026;0.05;5.554;-0.569;0.286;8.504;-0.555;0.286;8.504;-0.555;0.154;10.06;-0.068;0.009;4.827;-0.003;0.05;5.554;-0.569;0.009;4.827;-0.003;-1.151;4.557;0.118;-2.905;5.256;3.762;-2.699;1.07;3.147;-1.151;4.557;0.118;-2.905;5.256;3.762;2.955;7.267;1.8;1.799;7.77;3.919;1.132;4.435;0.129;3.54;5.004;3.405;-1.66;9.391;0.026;-3.096;7.432;1.384;0.154;10.06;-0.068;0.246;10.819;0.938;-3.096;7.432;1.384;-2.842;7.787;3.737;0.009;4.827;-0.003;1.132;4.435;0.129;1.847;9.41;0.183;2.955;7.267;1.8;0.555;9.9;0.385;1.847;9.41;0.183;3.54;5.004;3.405;2.577;0.847;2.686
-0.355;9.86;0.233;-1.632;9.353;-0.017;0.052;5.543;-0.566;0.309;8.491;-0.537;0.309;8.491;-0.537;0.168;10.048;-0.056;0.011;4.815;-0.002;0.052;5.543;-0.566;0.011;4.815;-0.002;-1.149;4.542;0.116;-2.889;5.252;3.766;-2.698;1.065;3.15;-1.149;4.542;0.116;-2.889;5.252;3.766;2.966;7.253;1.814;1.799;7.766;3.925;1.134;4.425;0.131;3.55;5.0;3.4;-1.632;9.353;-0.017;-3.201;7.434;1.246;0.168;10.048;-0.056;0.255;10.807;0.951;-3.201;7.434;1.246;-3.42;7.852;3.592;0.011;4.815;-0.002;1.134;4.425;0.131;1.856;9.4;0.204;2.966;7.253;1.814;0.563;9.89;0.403;1.856;9.4;0.204;3.55;5.0;3.4;2.58;0.844;2.686
-0.345;9.856;0.246;-1.613;9.343;-0.031;0.063;5.54;-0.563;0.327;8.487;-0.515;0.327;8.487;-0.515;0.181;10.045;-0.036;0.02;4.81;-0.001;0.063;5.54;-0.563;0.02;4.81;-0.001;-1.14;4.536;0.112;-2.871;5.254;3.765;-2.695;1.067;3.149;-1.14;4.536;0.112;-2.871;5.254;3.765;2.979;7.244;1.83;1.802;7.763;3.933;1.144;4.42;0.135;3.563;4.995;3.401;-1.613;9.343;-0.031;-3.329;7.504;1.158;0.181;10.045;-0.036;0.264;10.803;0.97;-3.329;7.504;1.158;-3.995;7.909;3.421;0.02;4.81;-0.001;1.144;4.42;0.135;1.864;9.397;0.232;2.979;7.244;1.83;0.571;9.887;0.427;1.864;9.397;0.232;3.563;4.995;3.401;2.581;0.841;2.686
-0.348;9.863;0.265;-1.621;9.365;-0.02;0.071;5.546;-0.55;0.329;8.493;-0.493;0.329;8.493;-0.493;0.181;10.051;-0.014;0.027;4.815;0.01;0.071;5.546;-0.55;0.027;4.815;0.01;-1.133;4.54;0.118;-2.865;5.255;3.771;-2.694;1.069;3.15;-1.133;4.54;0.118;-2.865;5.255;3.771;2.987;7.24;1.839;1.803;7.758;3.939;1.15;4.425;0.149;3.573;4.991;3.415;-1.621;9.365;-0.02;-3.487;7.637;1.108;0.181;10.051;-0.014;0.265;10.809;0.993;-3.487;7.637;1.108;-4.525;7.945;3.242;0.027;4.815;0.01;1.15;4.425;0.149;1.86;9.401;0.26;2.987;7.24;1.839;0.567;9.892;0.453;1.86;9.401;0.26;3.573;4.991;3.415;2.581;0.843;2.686
-0.361;9.862;0.284;-1.65;9.4;0.015;0.076;5.546;-0.543;0.315;8.495;-0.477;0.315;8.495;-0.477;0.169;10.05;0.008;0.03;4.813;0.015;0.076;5.546;-0.543;0.03;4.813;0.015;-1.13;4.537;0.117;-2.87;5.255;3.765;-2.695;1.068;3.151;-1.13;4.537;0.117;-2.87;5.255;3.765;2.991;7.235;1.846;1.804;7.755;3.944;1.153;4.425;0.158;3.57;4.99;3.428;-1.65;9.4;0.015;-3.648;7.808;1.117;0.169;10.05;0.008;0.26;10.808;1.014;-3.648;7.808;1.117;-4.95;7.98;3.118;0.03;4.813;0.015;1.153;4.425;0.158;1.847;9.398;0.282;2.991;7.235;1.846;0.554;9.889;0.474;1.847;9.398;0.282;3.57;4.99;3.428;2.584;0.842;2.688
-0.385;9.862;0.299;-1.695;9.446;0.053;0.075;5.547;-0.543;0.287;8.498;-0.472;0.287;8.498;-0.472;0.144;10.051;0.023;0.028;4.814;0.014;0.075;5.547;-0.543;0.028;4.814;0.014;-1.132;4.535;0.111;-2.886;5.253;3.753;-2.695;1.065;3.15;-1.132;4.535;0.111;-2.886;5.253;3.753;2.988;7.231;1.844;1.806;7.751;3.944;1.151;4.427;0.162;3.552;4.992;3.443;-1.695;9.446;0.053;-3.8;7.992;1.145;0.144;10.051;0.023;0.247;10.806;1.03;-3.8;7.992;1.145;-5.278;8.023;3.027;0.028;4.814;0.014;1.151;4.427;0.162;1.822;9.394;0.295;2.988;7.231;1.844;0.53;9.886;0.488;1.822;9.394;0.295;3.552;4.992;3.443;2.582;0.843;2.689
-0.405;9.865;0.308;-1.733;9.492;0.087;0.081;5.553;-0.542;0.266;8.505;-0.47;0.266;8.505;-0.47;0.124;10.056;0.033;0.033;4.819;0.015;0.081;5.553;-0.542;0.033;4.819;0.015;-1.127;4.539;0.108;-2.899;5.242;3.743;-2.684;1.053;3.155;-1.127;4.539;0.108;-2.899;5.242;3.743;2.986;7.232;1.835;1.815;7.749;3.943;1.156;4.434;0.167;3.536;4.995;3.464;-1.733;9.492;0.087;-3.914;8.164;1.189;0.124;10.056;0.033;0.237;10.81;1.04;-3.914;8.164;1.189;-5.509;8.09;2.972;0.033;4.819;0.015;1.156;4.434;0.167;1.802;9.395;0.302;2.986;7.232;1.835;0.51;9.888;0.496;1.802;9.395;0.302;3.536;4.995;3.464;2.582;0.845;2.692
-0.443;9.858;0.314;-1.783;9.516;0.118;0.054;5.548;-0.549;0.224;8.501;-0.472;0.224;8.501;-0.472;0.085;10.049;0.038;0.007;4.814;0.008;0.054;5.548;-0.549;0.007;4.814;0.008;-1.152;4.526;0.094;-2.941;5.249;3.718;-2.701;1.059;3.149;-1.152;4.526;0.094;-2.941;5.249;3.718;2.964;7.226;1.831;1.803;7.746;3.944;1.132;4.436;0.165;3.493;5.005;3.475;-1.783;9.516;0.118;-4.005;8.276;1.242;0.085;10.049;0.038;0.213;10.801;1.045;-4.005;8.276;1.242;-5.676;8.106;2.946;0.007;4.814;0.008;1.132;4.436;0.165;1.763;9.385;0.304;2.964;7.226;1.831;0.472;9.88;0.499;1.763;9.385;0.304;3.493;5.005;3.475;2.576;0.849;2.693
